,Title,Price (DKK),Year,KM driven,Motor (Litres),Manual/Automatic gear,Horsepower,Car Manufacturer
1425,"Skoda Octavia 269.900 kr. Combi 1,5 TSI ACT Celebration Plus DSG 150HK Stc 7g A",259900,2020,50000,1.5,Automatgear,150,Skoda
1426,"Seat Leon 249.900 kr. Sportstourer 1,5 TSI FR DSG 150HK Stc 7g A",244900,2020,85000,1.5,Automatgear,150,Seat
1427,"Opel Crossland X 149.900 kr. 1,2 Edition+ 83HK 5d",152900,2020,58000,1.2,Manuelt gear,83,Opel
1428,"Skoda Octavia 264.900 kr. Combi 1,5 TSI ACT Celebration DSG 150HK Stc 7g A",259900,2020,35000,1.5,Automatgear,150,Skoda
1429,"VW Passat 339.900 kr. Variant 1,5 TSI EVO ACT Business Plus DSG 150HK Stc 7g A",334900,2020,52000,1.5,Automatgear,150,VW
1430,"Kia ceed 224.900 kr. SW 1,0 T-GDI Prestige 100HK Stc 6g",224900,2022,29000,1.0,Manuelt gear,100,Kia
1431,"VW Passat 299.900 kr. Variant 1,5 TSI EVO ACT Comfortline DSG 150HK Stc 7g A",294900,2019,51000,1.5,Automatgear,150,VW
1432,"VW T-Cross - 249.900 kr. 1,0 TSI Life Team DSG 115HK 5d 7g A",247500,2020,68000,1.0,Automatgear,115,VW
1433,"Skoda Octavia 239.900 kr. Combi 1,5 TSI ACT Style Dynamic DSG 150HK Stc 7g A",232900,2020,100000,1.5,Automatgear,150,Skoda
1434,"VW Passat 339.900 kr. Variant 1,5 TSI EVO ACT Elegance Plus DSG 150HK Stc 7g A",334900,2020,78000,1.5,Automatgear,150,VW
1435,"Volvo V60 379.900 kr. 2,0 T4 Momentum 190HK Stc 8g A",374900,2020,60000,2.0,Automatgear,190,Volvo
1436,"VW Touran 399.900 kr. 1,5 TSI EVO ACT Highline Plus DSG 150HK 7g A",384900,2021,47000,1.5,Automatgear,150,VW
1437,"Skoda Octavia 259.900 kr. Combi 1,5 TSI ACT Style Dynamic DSG 150HK Stc 7g A",254900,2020,55000,1.5,Automatgear,150,Skoda
1438,"VW T-Roc 239.900 kr. 1,0 TSI Style 115HK 5d 6g",229900,2019,48000,1.0,Manuelt gear,115,VW
1439,VW Golf VII,269900,2020,45000,1.5,Automatgear,150,VW
1440,"Kia ceed 214.900 kr. SW 1,0 T-GDI Active 100HK Stc 6g",209900,2021,19000,1.0,Manuelt gear,100,Kia
1441,"VW Touran 299.900 kr. 1,5 TSI EVO ACT Comfortline DSG 150HK 7g A",294900,2019,115000,1.5,Automatgear,150,VW
1442,"Suzuki Swift 99.900 kr. 1,2 Dualjet Action Xtra AEB 90HK 5d",99900,2018,119000,1.2,Manuelt gear,90,Suzuki
1443,"Kia ceed 214.900 kr. SW 1,0 T-GDI Active 100HK Stc 6g",209900,2021,29000,1.0,Manuelt gear,100,Kia
1444,"VW T-Cross - 279.900 kr. 1,0 TSI Life Team DSG 110HK 5d 7g A",274900,2021,19000,1.0,Automatgear,110,VW
1445,"VW Polo 229.900 kr. 1,0 TSI Highline DSG 110HK 5d 7g A",224900,2020,16000,1.0,Automatgear,110,VW
1446,"VW T-Cross - 259.900 kr. 1,0 TSI Life Team DSG 115HK 5d 7g A",254900,2020,29000,1.0,Automatgear,115,VW
1447,Mazda CX-3 20 Skyactiv-G Optimum 121HK 5d 6g A,209900,2018,95000,2.0,Automatgear,121,Mazda
1448,"Kia ceed 199.900 kr. SW 1,0 T-GDI Active 100HK Stc 6g",189900,2020,51000,1.0,Manuelt gear,100,Kia
1449,"Skoda Octavia 259.900 kr. Combi 1,5 TSI ACT Style Dynamic DSG 150HK Stc 7g A",254900,2020,59000,1.5,Automatgear,150,Skoda
1450,"VW T-Roc 309.900 kr. 1,5 TSI ACT Style Team DSG 150HK 5d 7g A",304900,2020,59000,1.5,Automatgear,150,VW
1451,"Seat Ibiza 189.900 kr. 1,0 TSI FR 95HK 5d",184900,2020,53000,1.0,Manuelt gear,95,Seat
1452,BMW 320 i Touring 20 Executive Steptronic 184HK Stc 8g A,289900,2018,57000,2.0,Automatgear,184,BMW
1453,"Opel Corsa 54.900 kr. 1,2 Twinport Enjoy 85HK 5d",54900,2014,181000,1.2,Manuelt gear,85,Opel
1455,VW Golf VII,279900,2020,40000,1.5,Automatgear,150,VW
1456,"Skoda Karoq 349.900 kr. 1,5 TSI ACT Style DSG 150HK 5d 7g A",349900,2020,43000,1.5,Automatgear,150,Skoda
1457,"Toyota Aygo 1,0 VVT-I X-Cite 72HK 5d A+++",94900,2018,46504,1.0,Manuelt gear,72,Toyota
1458,"Mazda 2 1,5 SkyActiv-G 90 Sky",199800,2023,2000,1.5,Automatgear,90,Mazda
1459,"VW Polo 1,0 TSi 110 Highline DSG",229900,2021,33000,1.0,Automatgear,110,VW
1460,"Opel Crossland X 159.900 kr. 1,2 Elegance 83HK 5d",152500,2020,58000,1.2,Manuelt gear,83,Opel
1461,"Skoda Octavia 249.900 kr. Combi 1,5 TSI ACT Ambition Dynamic DSG 150HK Stc 7g A",244900,2020,47000,1.5,Automatgear,150,Skoda
1462,"VW Polo 274.900 kr. 1,5 TSI EVO ACT R-Line Plus DSG 150HK 5d 7g A",249900,2020,46000,1.5,Automatgear,150,VW
1463,VW Golf VII,244900,2020,55000,1.5,Manuelt gear,150,VW
1464,"VW Passat 319.900 kr. Variant 1,5 TSI EVO ACT Comfortline Premium DSG 150HK Stc 7g A",289900,2019,60000,1.5,Automatgear,150,VW
1465,"VW Passat 299.900 kr. Variant 1,5 TSI EVO ACT Comfortline DSG 150HK Stc 7g A",289900,2019,45000,1.5,Automatgear,150,VW
1466,"Skoda Octavia 264.900 kr. Combi 1,5 TSI ACT Celebration Plus DSG 150HK Stc 7g A",259900,2020,66000,1.5,Automatgear,150,Skoda
1467,"Opel Crossland X 164.900 kr. 1,2 Edition+ 83HK 5d",152500,2020,25000,1.2,Manuelt gear,83,Opel
1468,VW Golf VII,264900,2020,71000,1.5,Automatgear,150,VW
1469,"VW T-Roc 224.900 kr. 1,0 TSI Style 115HK 5d 6g",214900,2019,91000,1.0,Manuelt gear,115,VW
1470,VW Golf VII,294900,2020,48000,1.5,Automatgear,150,VW
1471,VW Golf VII,244900,2020,42000,1.5,Manuelt gear,150,VW
1472,"Skoda Octavia 259.900 kr. Combi 1,5 TSI ACT Style Dynamic DSG 150HK Stc 7g A",254900,2020,63840,1.5,Automatgear,150,Skoda
1473,"Audi A3 Sportback 299.900 kr. 1,5 TFSI Sport Limited Edition Plus S Tronic 150HK 5d 7g A",289900,2020,58000,1.5,Automatgear,150,Audi
1474,"Audi Q2 309.900 kr. 1,5 TFSI Sport Prestige Plus S Tronic 150HK 5d 7g A",294900,2020,49000,1.5,Automatgear,150,Audi
1475,"Opel Crossland X 154.900 kr. 1,2 Edition+ 83HK 5d",152500,2020,35000,1.2,Manuelt gear,83,Opel
1476,"VW Passat 284.900 kr. Variant 1,5 TSI EVO ACT Comfortline Premium DSG 150HK Stc 7g A",274900,2019,96000,1.5,Automatgear,150,VW
1477,"VW Touran 389.900 kr. 1,5 TSI EVO ACT Highline Plus DSG 150HK 7g A",374900,2021,65000,1.5,Automatgear,150,VW
1478,"Mazda CX-30 2,0 e-SkyActiv-G 150 Sky",257800,2021,27000,2.0,Manuelt gear,150,Mazda
1479,"Subaru Outback 2,5 Ridge CVT",269800,2015,137000,2.5,Automatgear,175,Subaru
1480,"Toyota Aygo 1,0 VVT-I X-Press 72HK 5d A+++",114900,2020,27357,1.0,Manuelt gear,72,Toyota
1481,"Kia ceed 139.900 kr. SW 1,0 T-GDI Attraction 100HK Stc 6g",139900,2017,125000,1.0,Manuelt gear,100,Kia
1482,"Skoda Octavia 254.900 kr. Combi 1,5 TSI ACT Style Dynamic DSG 150HK Stc 7g A",244900,2020,75000,1.5,Automatgear,150,Skoda
1483,"Ford C-MAX 134.900 kr. 1,0 EcoBoost Titanium Fun 125HK 6g",134900,2016,125000,1.0,Manuelt gear,125,Ford
1484,"Audi Q2 339.900 kr. 1,5 35 TFSI S Line S Tronic 150HK 5d 7g A",314900,2021,77000,1.5,Automatgear,150,Audi
1485,"Kia ceed 199.900 kr. SW 1,0 T-GDI Active 100HK Stc 6g",189900,2020,50000,1.0,Manuelt gear,100,Kia
1486,"Opel Crossland X 159.900 kr. 1,2 Impress 81HK 5d",147500,2020,78000,1.2,Manuelt gear,81,Opel
1487,"Skoda Karoq 349.900 kr. 1,5 TSI ACT Style DSG 150HK 5d 7g A",329900,2020,78000,1.5,Automatgear,150,Skoda
1488,"VW Touran 319.900 kr. 1,5 TSI EVO ACT Comfortline DSG 150HK 7g A",314900,2019,71000,1.5,Automatgear,150,VW
1489,"Opel Crossland X 149.900 kr. 1,2 Edition+ 83HK 5d",147500,2020,49000,1.2,Manuelt gear,83,Opel
1490,"Skoda Octavia 259.900 kr. Combi 1,5 TSI ACT Celebration Plus DSG 150HK Stc 7g A",247500,2020,88000,1.5,Automatgear,150,Skoda
1491,"Skoda Octavia 254.900 kr. Combi 1,5 TSI ACT Celebration DSG 150HK Stc 7g A",249900,2020,54000,1.5,Automatgear,150,Skoda
1492,"Skoda Octavia 254.900 kr. Combi 1,5 TSI ACT Style Dynamic DSG 150HK Stc 7g A",249900,2020,71000,1.5,Automatgear,150,Skoda
1493,"Seat Leon 254.900 kr. Sportstourer 1,5 TSI Xcellence DSG 150HK Stc 7g A",249900,2020,67000,1.5,Automatgear,150,Seat
1494,"Skoda Kamiq 249.900 kr. 1,5 TSI ACT Ambition 150HK 5d 6g",239900,2020,45000,1.5,Manuelt gear,150,Skoda
1495,"Skoda Fabia 184.900 kr. Combi 1,0 TSI Ambition DSG 110HK Stc 7g A",174900,2019,80000,1.0,Automatgear,110,Skoda
1496,"Audi A4 379.900 kr. 2,0 40 TFSI Mild hybrid Advanced Prestige Tour Plus S Tronic 190HK 7g A",354900,2020,55000,2.0,Automatgear,190,Audi
1497,"Skoda Octavia 244.900 kr. Combi 1,5 TSI ACT Ambition Dynamic DSG 150HK Stc 7g A",239900,2020,50000,1.5,Automatgear,150,Skoda
1498,"Skoda Octavia 259.900 kr. Combi 1,5 TSI ACT Style Dynamic DSG 150HK Stc 7g A",249900,2020,53000,1.5,Automatgear,150,Skoda
1499,"Opel Crossland X 159.900 kr. 1,2 Edition+ 83HK 5d",147500,2020,41000,1.2,Manuelt gear,83,Opel
1500,"Opel Crossland X 149.900 kr. 1,2 Edition+ 83HK 5d",147500,2020,55000,1.2,Manuelt gear,83,Opel
1501,"Seat Ibiza 159.900 kr. 1,0 TSI Style 95HK 5d",149900,2020,38000,1.0,Manuelt gear,95,Seat
1502,"Seat Ibiza 199.900 kr. 1,0 TSI FR 95HK 5d",174900,2020,61000,1.0,Manuelt gear,95,Seat
1503,"Opel Astra 159.900 kr. 1,0 Turbo ECOTEC Excite 105HK 5d",154900,2019,58000,1.0,Manuelt gear,105,Opel
1504,VW Golf VII,259900,2019,65000,1.5,Automatgear,150,VW
1505,Ford Ka 12 Titanium 69HK 3d,47800,2013,76000,1.2,Manuelt gear,69,Ford
1506,Ford Ecosport 10 EcoBoost ST-Line Start/Stop 140HK 5d,174700,2018,56000,1.0,Manuelt gear,140,Ford
1507,"VW Golf VII 2,0 GTi DSG BMT",254900,2014,97000,2.0,Automatgear,220,VW
1508,"Audi Q2 319.900 kr. 1,5 35 TFSI Prestige S Tronic 150HK 5d 7g A",304900,2020,41000,1.5,Automatgear,150,Audi
1509,"VW Passat 309.900 kr. Variant 1,5 TSI EVO ACT Comfortline Premium DSG 150HK Stc 7g A",289900,2019,51000,1.5,Automatgear,150,VW
1510,"VW Touran 329.900 kr. 1,5 TSI EVO ACT Comfortline DSG 150HK 7g A",314900,2020,89000,1.5,Automatgear,150,VW
1511,VW Golf VII,239900,2020,59000,1.5,Manuelt gear,150,VW
1512,"Skoda Scala 239.900 kr. 1,0 TSI Style DSG 115HK 5d 7g A",229900,2020,27000,1.0,Automatgear,115,Skoda
1513,VW Golf VII,254900,2019,38000,1.5,Automatgear,150,VW
1514,"Audi Q2 319.900 kr. 1,5 TFSI Sport Prestige Plus S Tronic 150HK 5d 7g A",294900,2020,47000,1.5,Automatgear,150,Audi
1515,"Audi Q2 Q2299.900 kr. 1,5 TFSI Sport Prestige Plus S Tronic 150HK 5d 7g A",289900,2020,66000,1.5,Automatgear,150,Audi
1516,"VW Passat 299.900 kr. Variant 1,5 TSI EVO ACT Comfortline Premium DSG 150HK Stc 7g A",279900,2019,74000,1.5,Automatgear,150,VW
1517,"Fiat 500C 0,9 TwinAir Anniversario Start & Stop 80HK Cabr",134500,2018,35000,0.9,Manuelt gear,80,Fiat
1518,"Opel Crossland X 1,2 Excite 83HK 5d",139900,2019,48000,1.2,Manuelt gear,83,Opel
1519,"Opel Crossland X 149.900 kr. 1,2 Edition+ 83HK 5d",147900,2020,50000,1.2,Manuelt gear,83,Opel
1520,"Seat Arona Arona189.900 kr. 1.916 kr./md. 1,0 TSI Style Start/Stop 95HK 5d",152500,2019,71000,1.0,Manuelt gear,95,Seat
1521,"Opel Crossland X 1,2 Excite 83HK 5d",134900,2019,73000,1.2,Manuelt gear,83,Opel
1522,"Seat Arona Arona189.900 kr. 1.820 kr./md. 1,0 TSI Style Start/Stop 95HK 5d",159900,2019,46000,1.0,Manuelt gear,95,Seat
1523,"Audi Q2 Q2319.900 kr. 3.404 kr./md. 1,5 TFSI Sport Prestige Plus S Tronic 150HK 5d 7g A",294900,2020,42000,1.5,Automatgear,150,Audi
1524,"Seat Ibiza 1,0 TSI Style 95HK 5d",137900,2019,65000,1.0,Manuelt gear,95,Seat
1525,"Opel Crossland X 1,2 Edition+ 83HK 5d",147500,2020,45000,1.2,Manuelt gear,83,Opel
1526,VW Golf VII,149900,2016,129000,1.4,Manuelt gear,125,VW
1527,"Renault Captur 1,0 TCE Zen 100HK 5d",187500,2020,54400,1.0,Manuelt gear,100,Renault
1528,Audi Q2 15 35 TFSI Prestige S Tronic 150HK 5d 7g A,344900,2022,5500,1.5,Automatgear,150,Audi
1529,Toyota Yaris 15 VVT-I Active Technology 125HK 5d 6g,209900,2022,7000,1.5,Manuelt gear,125,Toyota
1530,"Opel Grandland X 1,2 T Exclusive Start/Stop 130HK 5d 6g",194900,2019,108900,1.2,Manuelt gear,130,Opel
1531,"Kia Rio 79.900 kr. 1,2 Comfort 85HK 5d",79900,2015,95000,1.2,Manuelt gear,85,Kia
1532,"VW Passat 359.900 kr. Variant 1,5 TSI EVO ACT Elegance Plus Pro DSG 150HK Stc 7g A",359900,2020,49000,1.5,Automatgear,150,VW
1533,"Skoda Fabia 169.900 kr. Combi 1,0 TSI Ambition 95HK Stc",169900,2020,32000,1.0,Manuelt gear,95,Skoda
1534,"Opel Crossland X 149.900 kr. 1,2 Excite 83HK 5d",149900,2020,46000,1.2,Manuelt gear,83,Opel
1535,"Audi A3 Sportback 299.900 kr. 1,5 TFSI Sport Limited Edition Plus S Tronic 150HK 5d 7g A",299900,2020,42000,1.5,Automatgear,150,Audi
1536,"Skoda Octavia 259.900 kr. Combi 1,5 TSI ACT Style Dynamic DSG 150HK Stc 7g A",259900,2020,50000,1.5,Automatgear,150,Skoda
1537,Toyota Aygo 10 VVT-I X-Press 72HK 5d,112900,2020,30000,1.0,Manuelt gear,72,Toyota
1538,Peugeot 2008 12 PureTech Selection Sky EAT6 110HK 5d 6g A,169900,2017,78000,1.2,Automatgear,110,Peugeot
1539,"Opel Grandland X 1,2 T Exclusive Start/Stop 130HK 5d 8g A",274900,2020,64000,1.2,Automatgear,130,Opel
1540,Peugeot 108 10 e-Vti Infinity M 72HK 5d,109900,2020,18000,1.0,Manuelt gear,72,Peugeot
1541,Suzuki Vitara 16 Active 120HK 5d,169900,2018,72000,1.6,Manuelt gear,120,Suzuki
1542,"Seat Mii 1,0 60 Style eco",74900,2015,67000,1.0,Manuelt gear,60,Seat
1543,"VW Passat 1,5 TSi 150 Elegance Variant DSG",379900,2021,53000,1.5,Automatgear,150,VW
1544,"VW Polo 224.900 kr. 1,0 TSI Highline DSG 110HK 5d 7g A",224900,2020,41000,1.0,Automatgear,110,VW
1545,"Renault Mégane IV 1,2 TCe 130 Zen",154900,2017,41000,1.2,Manuelt gear,130,Renault
1546,"Skoda Scala 224.900 kr. 1,0 TSI Ambition DSG 115HK 5d 7g A",224900,2020,57000,1.0,Automatgear,115,Skoda
1547,"VW Touran 324.900 kr. 1,5 TSI EVO ACT Comfortline Family DSG 150HK 7g A",324900,2020,78000,1.5,Automatgear,150,VW
1548,"VW Passat 339.900 kr. Variant 1,5 TSI EVO ACT Business Plus Pro DSG 150HK Stc 7g A",339900,2020,57000,1.5,Automatgear,150,VW
1549,"Dacia Logan 0,9 Tce Ambiance Start/Stop Easy-R 90HK A",124900,2018,43000,0.9,Automatgear,90,Dacia
1550,"Opel Corsa 1,2 Turbo GS-Line 100HK 5d 8g A",199500,2021,32509,1.2,Automatgear,100,Opel
1551,"Volvo V60 379.900 kr. 2,0 T4 Momentum 190HK Stc 8g A",379900,2020,66000,2.0,Automatgear,190,Volvo
1552,"Opel Crossland X 1,2 T Edition Start/Stop 130HK 5d 6g",199900,2020,29000,1.2,Manuelt gear,130,Opel
1553,"Ford Fiesta 1,0 EcoBoost Trend 100HK 5d 6g A",174500,2019,70800,1.0,Automatgear,100,Ford
1554,"Skoda Octavia 1,0 eTSi 110 Style DSG",369900,2023,2000,1.0,Automatgear,110,Skoda
1555,"Volvo V60 384.900 kr. 2,0 T4 Momentum 190HK Stc 8g A",384900,2020,44000,2.0,Automatgear,190,Volvo
1556,Mazda 3 20 Skyactiv-G Vision 120HK 5d 6g,159900,2017,53000,2.0,Manuelt gear,120,Mazda
1557,"Skoda Fabia 174.900 kr. Combi 1,0 TSI Ambition 95HK Stc",174900,2020,24000,1.0,Manuelt gear,95,Skoda
1558,"Kia ceed 199.900 kr. SW 1,0 T-GDI Active 100HK Stc 6g",199900,2020,56000,1.0,Manuelt gear,100,Kia
1559,"Mazda 2 1,5 SkyActiv-G 90 Sky",178500,2023,9000,1.5,Manuelt gear,90,Mazda
1560,"Audi A4 1,8 TFSi 120 S-line",139900,2015,181000,1.8,Manuelt gear,120,Audi
1561,"VW T-Roc 249.900 kr. 1,0 TSI Style Plus 115HK 5d 6g",249900,2020,59000,1.0,Manuelt gear,115,VW
1562,"VW T-Roc 314.900 kr. 1,5 TSI ACT Sport DSG 150HK 5d 7g A",314900,2020,46000,1.5,Automatgear,150,VW
1563,"VW T-Roc 314.900 kr. 1,5 TSI ACT Sport Team DSG 150HK 5d 7g A",314900,2020,35000,1.5,Automatgear,150,VW
1564,"Ford C-MAX 1,0 SCTi 125 Titanium",195900,2019,63000,1.0,Manuelt gear,125,Ford
1565,"Porsche 911 Carrera 4S Cabriolet 3,8 PDK",10851,2013,106000,3.8,Automatgear,400,Porsche
1566,"Porsche 911 Carrera 4S Cabriolet 3,8 PDK",10291,2013,130000,3.8,Automatgear,400,Porsche
1567,Suzuki Celerio 10 Dualjet 12V Club 68HK 5d,64900,2015,71000,1.0,Manuelt gear,68,Suzuki
1568,"VW Polo 1,0 TSI Comfortline DSG 95HK 5d 7g A",189800,2018,55000,1.0,Automatgear,95,VW
1569,"Seat Leon 219.900 kr. Sportstourer 1,5 TSI Xcellence DSG 150HK Stc 7g A",219900,2018,101000,1.5,Automatgear,150,Seat
1570,"Skoda Octavia 239.900 kr. Combi 1,5 TSI ACT Style Dynamic DSG 150HK Stc 7g A",239900,2020,103000,1.5,Automatgear,150,Skoda
1571,"Skoda Octavia 259.900 kr. Combi 1,5 TSI ACT Celebration DSG 150HK Stc 7g A",259900,2020,65000,1.5,Automatgear,150,Skoda
1572,"Citroën C3 1,2 PureTech Street start/stop 82HK 5d",109500,2019,87000,1.2,Manuelt gear,82,Citroën
1573,"Opel Corsa 1,2 PureTech Elegance 75HK 5d",164900,2020,8000,1.2,Manuelt gear,75,Opel
1574,Renault Clio IV,79900,2013,68000,0.9,Manuelt gear,90,Renault
1575,"Nissan Qashqai 1,3 Dig-T Visia 140HK 5d 6g",219900,2020,63000,1.3,Manuelt gear,140,Nissan
1576,"Citroën C3 Aircross 1,2 PureTech Iconic start/stop 110HK 5d",159500,2018,62000,1.2,Manuelt gear,110,Citroën
1577,"Opel Grandland X 1,2 Direct Injection Turbo Innovation Start/Stop 130HK 5d 6g A",224500,2018,75000,1.2,Automatgear,130,Opel
1578,"Kia ceed 194.900 kr. SW 1,0 T-GDI Active 100HK Stc 6g",194900,2020,64000,1.0,Manuelt gear,100,Kia
1579,"Skoda Kamiq 1,0 TSi 110 Blackline DSG",299900,2023,1000,1.0,Automatgear,110,Skoda
1580,"Fiat 500 1,2 Lounge MTA",149900,2020,30000,1.2,Automatgear,69,Fiat
1581,"VW Polo 269.900 kr. 1,5 TSI EVO ACT R-Line DSG 150HK 5d 7g A",259900,2021,23000,1.5,Automatgear,150,VW
1582,"Skoda Fabia 144.900 kr. 1,0 MPI Ambition 60HK 5d",144900,2020,45000,1.0,Manuelt gear,60,Skoda
1583,"Audi Q2 304.900 kr. 1,5 TFSI Sport Prestige Plus S Tronic 150HK 5d 7g A",304900,2020,49000,1.5,Automatgear,150,Audi
1584,VW Golf VII,249900,2019,88000,1.5,Automatgear,150,VW
1585,VW Golf VII,259900,2020,58000,1.5,Automatgear,150,VW
1586,"Skoda Octavia 259.900 kr. Combi 1,5 TSI ACT Style Dynamic DSG 150HK Stc 7g A",259900,2020,69000,1.5,Automatgear,150,Skoda
1587,"VW Polo 174.900 kr. 1,0 TSI Comfortline 95HK 5d",174900,2019,32000,1.0,Manuelt gear,95,VW
1588,"Skoda Octavia 239.900 kr. Combi 1,5 TSI ACT Ambition Dynamic DSG 150HK Stc 7g A",239900,2020,70000,1.5,Automatgear,150,Skoda
1589,"VW T-Cross - 214.900 kr. 1,0 TSI Style 115HK 5d 6g",214900,2019,80000,1.0,Manuelt gear,115,VW
1590,"VW T-Cross - 244.900 kr. 1,0 TSI Life DSG 115HK 5d 7g A",244900,2019,71000,1.0,Automatgear,115,VW
1591,"Skoda Octavia 249.900 kr. Combi 1,5 TSI ACT Ambition Dynamic DSG 150HK Stc 7g A",249900,2020,47000,1.5,Automatgear,150,Skoda
1592,"VW Polo 209.900 kr. 1,0 TSI Highline DSG 115HK 5d 7g A",209900,2019,67000,1.0,Automatgear,115,VW
1593,"VW T-Roc 299.900 kr. 1,5 TSI ACT Style Team DSG 150HK 5d 7g A",299900,2020,68000,1.5,Automatgear,150,VW
1594,"Audi A3 Sportback 299.900 kr. 1,5 TFSI Sport Limited Edition Plus S Tronic 150HK 5d 7g A",299900,2020,53000,1.5,Automatgear,150,Audi
1595,"Skoda Kodiaq 349.900 kr. 1,5 TSI ACT Style DSG 150HK 5d 7g A",349900,2019,109000,1.5,Automatgear,150,Skoda
1596,Renault Mégane IV,194500,2019,66000,1.3,Manuelt gear,140,Renault
1597,"VW Passat 329.900 kr. Variant 1,5 TSI EVO ACT Business Plus DSG 150HK Stc 7g A",329900,2020,82000,1.5,Automatgear,150,VW
1598,"Toyota Yaris 1,3 VVT-I T2 Sportspakke 100HK 5d 6g A+",99900,2015,82037,1.3,Manuelt gear,100,Toyota
1599,"Toyota RAV4 2,0 Active Comfort 175HK 5d 6g D",439900,2023,0,2.0,Manuelt gear,175,Toyota
1600,Renault Clio IV,98900,2017,110000,0.9,Manuelt gear,90,Renault
1601,"Kia ceed 204.900 kr. SW 1,0 T-GDI Active 100HK Stc 6g",204900,2020,27000,1.0,Manuelt gear,100,Kia
1602,"Seat Leon 259.900 kr. Sportstourer 1,5 TSI Xcellence DSG 150HK Stc 7g A",259900,2020,51000,1.5,Automatgear,150,Seat
1603,"Opel Astra 194.900 kr. Sports Tourer 1,2 Turbo Edition 110HK Stc",194900,2020,39000,1.2,Manuelt gear,110,Opel
1604,"Volvo V40 279.900 kr. 1,5 T3 Dynamic Edition 152HK 5d 6g A",279900,2020,33000,1.5,Automatgear,152,Volvo
1605,VW Golf VII,264900,2020,41000,1.5,Automatgear,150,VW
1606,"Skoda Octavia 264.900 kr. Combi 1,5 TSI ACT Style Dynamic DSG 150HK Stc 7g A",264900,2020,37000,1.5,Automatgear,150,Skoda
1607,"Peugeot 2008 1,2 PureTech GT EAT8 130HK 5d 8g A",289900,2021,31000,1.2,Automatgear,130,Peugeot
1608,"Fiat 500C 0,9 TwinAir Popstar Start & Stop 80HK Cabr",109900,2017,45000,0.9,Manuelt gear,80,Fiat
1609,"Kia ceed 219.900 kr. SW 1,4 T-GDI Vision 140HK Stc 6g",219900,2020,56000,1.4,Manuelt gear,140,Kia
1610,"Skoda Superb 349.900 kr. Combi 1,5 TSI ACT Style DSG 150HK Stc 7g A",349900,2020,32000,1.5,Automatgear,150,Skoda
1611,"VW Passat 339.900 kr. Variant 1,5 TSI EVO ACT Business Plus DSG 150HK Stc 7g A",339900,2020,45000,1.5,Automatgear,150,VW
1612,"Mazda CX-5 2,0 Skyactiv-G Cosmo 165HK 5d 6g A",389500,2023,6800,2.0,Automatgear,165,Mazda
1613,Mazda MX5 15 Skyactiv-G Edition-pakke 132HK Cabr. 6g,259900,2019,26011,1.5,Manuelt gear,132,Mazda
1614,"Suzuki Baleno 1,2 Dualjet 16V Exclusive 90HK 5d",107080,2016,69000,1.2,Manuelt gear,90,Suzuki
1615,"Opel Grandland X 1,2 T Elegance Start/Stop 130HK 5d 8g A",289900,2021,67000,1.2,Automatgear,130,Opel
1616,"Kia ceed 184.900 kr. SW 1,0 T-GDI Active 100HK Stc 6g",184900,2020,76000,1.0,Manuelt gear,100,Kia
1617,VW Golf VII,229900,2020,79000,1.5,Manuelt gear,150,VW
1618,"Skoda Octavia 239.900 kr. Combi 1,0 TSI Style DSG 115HK Stc 7g A",239900,2019,63000,1.0,Automatgear,115,Skoda
1619,"Toyota RAV4 2,0 Active Comfort 175HK 5d 6g D",439900,2023,100,2.0,Manuelt gear,175,Toyota
1620,"Toyota RAV4 2,0 Active Comfort 175HK 5d 6g D",439900,2023,12,2.0,Manuelt gear,175,Toyota
1621,Toyota Avensis Touring Sports 18 VVT-I T2 Premium 147HK Stc 6g,198900,2015,45500,1.8,Manuelt gear,147,Toyota
1622,"Citroën C1 1,2 PureTech Extra 82HK 5d",74900,2017,65000,1.2,Manuelt gear,82,Citroën
1623,Skoda Scala 10 TSI Ambition DSG 115HK 5d 7g A,224900,2020,36000,1.0,Automatgear,115,Skoda
1624,Toyota Yaris 10 VVT-I T2 Touch 69HK 5d,94900,2015,35000,1.0,Manuelt gear,69,Toyota
1625,VW Golf VII,219900,2019,94000,1.5,Automatgear,130,VW
1626,"Kia ceed 199.900 kr. 1,0 T-GDI Vision 120HK 5d 6g",199900,2020,18000,1.0,Manuelt gear,120,Kia
1627,"Kia Rio 159.900 kr. 1,0 T-GDI Vision 100HK 5d",159900,2020,72000,1.0,Manuelt gear,100,Kia
1628,"Toyota RAV4 2,0 Active Comfort 175HK 5d 6g D",439900,2023,5,2.0,Manuelt gear,175,Toyota
1629,Volvo V40 15 T3 Kinetic 152HK 5d 6g A,204080,2017,88000,1.5,Automatgear,152,Volvo
1630,"VW T-Cross - 259.900 kr. 1,0 TSI Life Team DSG 115HK 5d 7g A",259900,2020,52000,1.0,Automatgear,115,VW
1631,"Opel Crossland X 1,2 T Enjoy Start/Stop 130HK 5d 6g",169900,2018,50000,1.2,Manuelt gear,130,Opel
1632,"VW Polo 2,0 TSI GTI DSG 200HK 5d 6g A",274700,2019,54000,2.0,Automatgear,200,VW
1633,"Opel Crossland X 1,2 T Enjoy Start/Stop 130HK 5d 6g",169900,2018,42000,1.2,Manuelt gear,130,Opel
